favorited,retweet_count,followers_count,name,friends_count,screen_name,text,created_at,truncated,is_retweet,_id,retweeted_from,user_mentions count,user_mentions,hashtags count,hashtags,urls count,urls
FALSE,6,93724,Allie haze,393,alliehaze,RT @jessejane: Don't forget to come see me tonight and tomorrow nite here in Phoenix at Club Essex,1/25/2013 22:28,FALSE,TRUE,2.94935E+17,jessejane,1,jessejane,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@jessejane awww bummer! It's tanning here in la ... Yuck!,1/25/2013 22:27,FALSE,FALSE,2.94935E+17,FALSE,1,jessejane,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@AVNSher lol,1/25/2013 22:23,FALSE,FALSE,2.94934E+17,FALSE,1,AVNSher,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@leeroymyers haha lol that's a good one!,1/25/2013 22:11,FALSE,FALSE,2.94931E+17,FALSE,1,leeroymyers,0,,0
FALSE,127,93724,Allie haze,393,alliehaze,"RT @MrDanielTosh: ""Rawr"" does NOT mean ""I love you"" in dinosaur. You ever seen Jurassic Park? It means, I'm going to fucking eat you.",1/25/2013 22:03,FALSE,TRUE,2.94928E+17,MrDanielTosh,1,MrDanielTosh,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@leeroymyers lol :) was nice to see u for the briefest second lol,1/25/2013 21:58,FALSE,FALSE,2.94927E+17,FALSE,1,leeroymyers,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@YoungMalk lol,1/25/2013 21:41,FALSE,FALSE,2.94923E+17,FALSE,1,YoungMalk,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,@jessejane lucky girl u have the sun!!!,1/25/2013 21:39,FALSE,FALSE,2.94922E+17,FALSE,1,jessejane,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@leeroymyers worst part about AVN is avoiding getting sick lol it's a curse haha,1/25/2013 21:38,FALSE,FALSE,2.94922E+17,FALSE,1,leeroymyers,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@lezbfriends13 @sinnsage meeee to!,1/25/2013 21:36,FALSE,FALSE,2.94922E+17,FALSE,2,"lezbfriends13, sinnsage",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Off to my home town to have a evening with the family,1/25/2013 21:35,FALSE,FALSE,2.94922E+17,FALSE,0,,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Waiting for my comforter to dry so I can get some snuggle time!,1/25/2013 7:21,FALSE,FALSE,2.94706E+17,FALSE,0,,0,,0
FALSE,13,93724,Allie haze,393,alliehaze,RT @Remymeow: I imagine heaven will be a paradise where I lay in a cabana all day and tacos and blunts are brought to me by sexy men wit ...,1/25/2013 7:19,FALSE,TRUE,2.94706E+17,Remymeow,1,Remymeow,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,Loving this new book series I am reading by James Patterson!Normally I am not a fan of iBook but I cant wait till tomorrow 2 buy the next 1,1/25/2013 5:29,FALSE,FALSE,2.94678E+17,FALSE,0,,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@PresleyHartxxx MUAH,1/25/2013 4:42,FALSE,FALSE,2.94666E+17,FALSE,1,PresleyHartxxx,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,"Italian chicken, Mac n cheese and Brussels sprouts for dinner",1/25/2013 2:59,FALSE,FALSE,2.94641E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@PapaBrianXXX that's how  I feel lol,1/24/2013 19:20,FALSE,FALSE,2.94525E+17,FALSE,1,PapaBrianXXX,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@Lambert85_Drew folgers or Starbucks  when I am making it at home,1/24/2013 19:19,FALSE,FALSE,2.94525E+17,FALSE,1,Lambert85_Drew,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,Booooo just tried to make a pot of coffee and discover the my house sitter used all the coffee and didn't replace it grrrrrrr,1/24/2013 18:32,FALSE,FALSE,2.94513E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,Morning everyone! Started my day off with a load of laundry and hot the dishes done! Now it's time to get some grub,1/24/2013 18:32,FALSE,FALSE,2.94513E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@NYC5785 nice meeting u!,1/24/2013 18:31,FALSE,FALSE,2.94513E+17,FALSE,1,NYC5785,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@hot_video how do I get copies of this cover?,1/24/2013 18:28,FALSE,FALSE,2.94512E+17,FALSE,1,hot_video,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@evildueces excited for u! It's time for u to get back behind the wheel,1/24/2013 7:24,FALSE,FALSE,2.94345E+17,FALSE,1,evildueces,0,,0,
FALSE,16,93724,Allie haze,393,alliehaze,RT @EXXXOTICA: Confirmed for #AC: @TERA1PATRICK @thereallisaann @Alexis_Texas @misstoriblack @MsTeagan @stoya @TashaReign @TanyaTate @al ...,1/24/2013 5:29,FALSE,TRUE,2.94316E+17,EXXXOTICA,10,"EXXXOTICA, TERA1PATRICK, thereallisaann, Alexis_Texas, misstoriblack, MsTeagan, stoya, TashaReign, TanyaTate, al",1,AC,0,
FALSE,0,93724,Allie haze,393,alliehaze,@MissCelesteStar well together we would make a good team cause I love every other part lol,1/24/2013 5:29,FALSE,FALSE,2.94316E+17,FALSE,1,MissCelesteStar,0,,0,
FALSE,3,93724,Allie haze,393,alliehaze,"""@industrybyrick: @alliehaze @AEexpo - http://t.co/2g3M3vEG"" funny faces",1/24/2013 5:28,FALSE,FALSE,2.94316E+17,FALSE,3,"industrybyrick, alliehaze, AEexpo",0,,1,http://moby.to/2olgfz
FALSE,3,93724,Allie haze,393,alliehaze,@ChanelPreston lol,1/24/2013 0:53,FALSE,FALSE,2.94247E+17,FALSE,1,ChanelPreston,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@brainjunk lol! #creepy is good for some tho!!! #lovewhatudo ... Maybe soon then,1/24/2013 0:39,FALSE,FALSE,2.94243E+17,FALSE,1,brainjunk,2,"creepy, lovewhatudo",0,
FALSE,1,93724,Allie haze,393,alliehaze,Hmmmmm what to do next - more laundry I guess,1/24/2013 0:32,FALSE,FALSE,2.94241E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@brainjunk let me know if anyone cancels on ya :),1/24/2013 0:31,FALSE,FALSE,2.94241E+17,FALSE,1,brainjunk,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,"""@MissCelesteStar: Laundry day... Blah"" me to! Boooooo",1/24/2013 0:10,FALSE,FALSE,2.94236E+17,FALSE,1,MissCelesteStar,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@mikeydoesit I would to do that please tweet at those companies :),1/23/2013 22:39,FALSE,FALSE,2.94213E+17,FALSE,1,mikeydoesit,0,,0
FALSE,4,93724,Allie haze,393,alliehaze,"Was so excited to final work 4 &amp; be directed @StormyDaniels 4 @WickedPictures !! Be sure to pick up ""If You Only Knew"" http://t.co/kPfcq5fe",1/23/2013 22:07,FALSE,FALSE,2.94205E+17,FALSE,2,"StormyDaniels, WickedPictures",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@VerifiedCall of course :),1/23/2013 22:01,FALSE,FALSE,2.94203E+17,FALSE,1,VerifiedCall,0,,0
FALSE,15,93724,Allie haze,393,alliehaze,RT @vanstyles: Always better to work with someone then for someone.,1/23/2013 21:43,FALSE,TRUE,2.94199E+17,vanstyles,1,vanstyles,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@thebonnierotten oh yeaaaaaaaa,1/23/2013 21:43,FALSE,FALSE,2.94199E+17,FALSE,1,thebonnierotten,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@toan07 @bangbros thanks! MUAH !,1/23/2013 21:43,FALSE,FALSE,2.94199E+17,FALSE,2,"toan07, BangBros",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@WellsStKing that would be great :) please tweet at the company MUAH,1/23/2013 21:42,FALSE,FALSE,2.94199E+17,FALSE,1,WellsStKing,0,,0
FALSE,6,93724,Allie haze,393,alliehaze,RT @EXXXOTICA: 3 days in and 89 more to go until EXXXOTICA Atlantic City and our block the Trump Taj is 30% full. So yeah. http://t.co/i ...,1/23/2013 21:11,FALSE,TRUE,2.94191E+17,EXXXOTICA,1,EXXXOTICA,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@thebonnierotten oh yeaaaa lol - good times! Spread the word I am sure r fans can convince a company to shoot us together hehehe,1/23/2013 21:07,FALSE,FALSE,2.9419E+17,FALSE,1,thebonnierotten,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@WittyBoyNYC find there twitter and let them know!,1/23/2013 21:03,FALSE,FALSE,2.94189E+17,FALSE,1,WittyBoyNYC,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Don't forget guys and gals please tweet and your favorite directors and companies I you would like to see then shoot me!!!! #thankyou,1/23/2013 21:01,FALSE,FALSE,2.94188E+17,FALSE,0,,1,thankyou,0
FALSE,0,93724,Allie haze,393,alliehaze,"""@Alexis_Texas: So much to do so little time "" I am feeling ur pain right now girl",1/23/2013 20:58,FALSE,FALSE,2.94187E+17,FALSE,1,Alexis_Texas,0,,0
FALSE,158,93724,Allie haze,393,alliehaze,RT @BestOfTaurus: #Taurus enjoys romance by candlelight and watching the play of shadows on their lover's body.,1/23/2013 20:56,FALSE,TRUE,2.94187E+17,BestOfTaurus,1,BestOfTaurus,1,Taurus,0
FALSE,0,93724,Allie haze,393,alliehaze,@venomxxxmovies nice! :) ur always right hehehe,1/23/2013 18:14,FALSE,FALSE,2.94146E+17,FALSE,1,venomxxxmovies,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@DavidHoangster no problem - sorry it was a busy night for me,1/23/2013 6:02,FALSE,FALSE,2.93962E+17,FALSE,1,DavidHoangster,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@venomxxxmovies where is this list lol,1/23/2013 6:01,FALSE,FALSE,2.93962E+17,FALSE,1,venomxxxmovies,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Just planned a fun filled day with the family :),1/23/2013 4:20,FALSE,FALSE,2.93936E+17,FALSE,0,,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,"""@WolfpackAlan: I hate it when my cookie becomes suicidal &amp; decides to drown itself at the bottom of my milk."" ROTFL",1/23/2013 4:17,FALSE,FALSE,2.93935E+17,FALSE,1,WolfpackAlan,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,Just made yummy chicken and rice for dinner,1/23/2013 4:16,FALSE,FALSE,2.93935E+17,FALSE,0,,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,"""@StevieJ102: Wow! I just realized I only have to buy 18 more followers to hit 5,000."" don't be that guyyyyy lol",1/22/2013 23:12,FALSE,FALSE,2.93859E+17,FALSE,1,StevieJ102,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,Ughhhhh still feel so sick today! This sucks,1/22/2013 21:13,FALSE,FALSE,2.93829E+17,FALSE,0,,0,,0,
FALSE,3,93724,Allie haze,393,alliehaze,RT @EXXXOTICA: New XAC Blog!: Allie Haze To Appear http://t.co/jwj7waT8 (@alliehaze),1/22/2013 21:12,FALSE,TRUE,2.93828E+17,EXXXOTICA,2,"EXXXOTICA, alliehaze",0,,1,http://bit.ly/ZCZj1g
FALSE,0,93724,Allie haze,393,alliehaze,Ughhhhh still do sleepy! Maybe just another hour of shut eye won't hurt,1/22/2013 16:00,FALSE,FALSE,2.9375E+17,FALSE,0,,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,Want to send my love to @evildueces this morning! Good luck today and feel better! MUAH,1/22/2013 15:55,FALSE,FALSE,2.93749E+17,FALSE,1,evildueces,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@Pete_L915 huh ? This conversation is so confusing I can only see one side of it,1/22/2013 15:53,FALSE,FALSE,2.93748E+17,FALSE,1,Pete_L915,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,Snuggling with the pup pups in bed - so nice,1/22/2013 6:18,FALSE,FALSE,2.93604E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,"""@Drake_Anthony: @alliehaze Because you ate all those Gummy Bears. lol"" probably lol",1/22/2013 6:15,FALSE,FALSE,2.93603E+17,FALSE,2,"Drake_Anthony, alliehaze",0,,0,
FALSE,4,93724,Allie haze,393,alliehaze,RT @geraldsaunders: Allie Haze {@AllieHaze} on the Red Carpet for @AVNAwards 2013 {photo by @GeraldSaunders} http://t.co/zBqqRC0Q,1/21/2013 22:46,FALSE,TRUE,2.9349E+17,geraldsaunders,4,"geraldsaunders, alliehaze, avnawards, geraldsaunders",0,,0,
FALSE,2,93724,Allie haze,393,alliehaze,RT @geraldsaunders: Allie Haze {@AllieHaze} on the Red Carpet for @AVNAwards 2013 {photo by @GeraldSaunders} http://t.co/vQ0A9l5Q,1/21/2013 22:46,FALSE,TRUE,2.9349E+17,geraldsaunders,4,"geraldsaunders, alliehaze, avnawards, geraldsaunders",0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,Ughhhhh got a little sick from AVN weekend ekkkkk,1/21/2013 22:44,FALSE,FALSE,2.93489E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@eli_cross I thought u never sleep anyway lol,1/21/2013 6:09,FALSE,FALSE,2.93239E+17,FALSE,1,eli_cross,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,Thanks to all my fans who voted for me on @orgazmikcom i won Eyecatcher Of The Year! MUAH !,1/21/2013 6:09,FALSE,FALSE,2.93239E+17,FALSE,1,orgazmikcom,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@naughtyamerica MUAH,1/21/2013 5:02,FALSE,FALSE,2.93222E+17,FALSE,1,naughtyamerica,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@ChristyMack my voice is still horse from mini kiss lol! So awesome getting to hang and know u better this weekend girl!,1/21/2013 4:57,FALSE,FALSE,2.93221E+17,FALSE,1,ChristyMack,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@DoomBot818 awww thanks I guess that's just how the cookie crumbles!,1/21/2013 4:55,FALSE,FALSE,2.9322E+17,FALSE,1,DoomBot818,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@PegPelvisPete yes they where and no I did not!,1/21/2013 4:46,FALSE,FALSE,2.93218E+17,FALSE,1,PegPelvisPete,0,,0
FALSE,14,93724,Allie haze,393,alliehaze,"""@Drake_Anthony: More @alliehaze . I swear I was just staring at her new shorts. http://t.co/4YkyTar7"" lol :)",1/21/2013 4:42,FALSE,FALSE,2.93217E+17,FALSE,2,"Drake_Anthony, alliehaze",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Back to LA it is!!! Can't wait to get home and see the pup pups! I miss my doggies !,1/21/2013 3:25,FALSE,FALSE,2.93198E+17,FALSE,0,,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,It was so awesome to hang out with @evildueces @Cassandra_Nix @StevieJ102 @thebonnierotten @PresleyHartxxx @TanyaTate @MikeMoz @MonstarPR,1/21/2013 3:14,FALSE,FALSE,2.93195E+17,FALSE,8,"evildueces, Cassandra_Nix, StevieJ102, thebonnierotten, PresleyHartxxx, TanyaTate, MikeMoz, MonstarPR",0,,0
FALSE,1,93724,Allie haze,393,alliehaze,@Pete_L915 thank again for the baconnnnnnnnnn,1/21/2013 3:08,FALSE,FALSE,2.93193E+17,FALSE,1,Pete_L915,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,Thanks to all the fans that came out this weekend to @AEexpo! So nice meetin all of you!,1/21/2013 3:08,FALSE,FALSE,2.93193E+17,FALSE,1,AEexpo,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,A big thank you to @evildueces for all his support this year!,1/21/2013 3:07,FALSE,FALSE,2.93193E+17,FALSE,1,evildueces,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,Whoowee! What a weekend! Thank you to @AEexpo &amp; @ElegantAngelxxx 4 bring me out to meet all my amazing fans...,1/21/2013 3:06,FALSE,FALSE,2.93193E+17,FALSE,2,"AEexpo, ElegantAngelxxx",0,,0
FALSE,1,93724,Allie haze,393,alliehaze,@venomxxxmovies misssss u,1/20/2013 4:49,FALSE,FALSE,2.92856E+17,FALSE,1,venomxxxmovies,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,PS @AVNSher rocks #MUAH,1/20/2013 4:49,FALSE,FALSE,2.92856E+17,FALSE,1,AVNSher,1,MUAH,0
FALSE,3,93724,Allie haze,393,alliehaze,Finally in my seat for the @avnawards,1/20/2013 4:48,FALSE,FALSE,2.92856E+17,FALSE,1,avnawards,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Last day for @AEexpo .... Come see me an all the sexy ladies @ElegantAngelxxx  booth,1/19/2013 20:57,FALSE,FALSE,2.92738E+17,FALSE,2,"AEexpo, ElegantAngelxxx",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@sportfan71 yes,1/18/2013 21:02,FALSE,FALSE,2.92376E+17,FALSE,1,sportfan71,0,,0
FALSE,13,93724,Allie haze,393,alliehaze,RT @MissDaniDaniels: Photo: @alliehaze booty! God damn! http://t.co/ePp66gVk,1/18/2013 20:29,FALSE,TRUE,2.92368E+17,MissDaniDaniels,2,"MissDaniDaniels, alliehaze",0,,1,http://tmblr.co/Z7Wesxc3aLHU
FALSE,6,93724,Allie haze,393,alliehaze,So hungry for bacon @ElegantAngelxxx booth @AEexpo please bring me bacon and u get a free elegant t shirt,1/18/2013 20:26,FALSE,FALSE,2.92367E+17,FALSE,2,"ElegantAngelxxx, AEexpo",0,,0,
FALSE,3,93724,Allie haze,393,alliehaze,Can someone please bring me bacon and u will get a free t-shirt :) I am at the elegant angel booth,1/18/2013 20:10,FALSE,FALSE,2.92363E+17,FALSE,0,,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,Wooooweee sorry I have been slacking this weekend on twitter having such a blast @AEexpo,1/18/2013 17:52,FALSE,FALSE,2.92329E+17,FALSE,1,AEexpo,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,@jessieslife lol marvelous,1/17/2013 1:48,FALSE,FALSE,2.91724E+17,FALSE,1,jessieslife,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,Just got done in hair and make up,1/16/2013 18:28,FALSE,FALSE,2.91613E+17,FALSE,0,,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,"""@evildueces: Drunkfest 2013 minus @alliehaze my love"" thanks for sticking by me sorry I became a drunken butt head MUAH",1/16/2013 16:59,FALSE,FALSE,2.91591E+17,FALSE,2,"evildueces, alliehaze",0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,Omg @evildueces is the BEST #enoughsaid,1/16/2013 16:58,FALSE,FALSE,2.9159E+17,FALSE,1,evildueces,1,enoughsaid,0,
FALSE,0,93724,Allie haze,393,alliehaze,"""@BrandyAniston: Hello vegasssss  we meet again...."" lol",1/16/2013 3:59,FALSE,FALSE,2.91394E+17,FALSE,1,BrandyAniston,0,,0,
FALSE,1,93724,Allie haze,393,alliehaze,All settled here in the room.... Now its time to get a drink....,1/16/2013 3:54,FALSE,FALSE,2.91393E+17,FALSE,0,,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@KendraLust MUAH,1/16/2013 1:43,FALSE,FALSE,2.9136E+17,FALSE,1,KendraLust,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@brainjunk u can do it #positivethinking,1/16/2013 1:35,FALSE,FALSE,2.91358E+17,FALSE,1,brainjunk,1,positivethinking,0,
FALSE,52,93724,Allie haze,393,alliehaze,RT @Brazzers: #EveryGirl Has a Freaky Side,1/16/2013 1:34,FALSE,TRUE,2.91358E+17,Brazzers,1,Brazzers,1,EveryGirl,0,
FALSE,1,93724,Allie haze,393,alliehaze,Drive over the hill to see State Line and the iPod starts playin Korn: A.D.I.D.A.S #fitting,1/16/2013 1:32,FALSE,FALSE,2.91357E+17,FALSE,0,,1,fitting,0,
FALSE,0,93724,Allie haze,393,alliehaze,@XmelissamakeupX can't wait to see!,1/16/2013 1:00,FALSE,FALSE,2.91349E+17,FALSE,1,XmelissamakeupX,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@A_Train25 thank u :) miss yaaaaaaa,1/16/2013 0:59,FALSE,FALSE,2.91349E+17,FALSE,1,A_Train25,0,,0,
FALSE,0,93724,Allie haze,393,alliehaze,@vegasjay12 I will have to see who is all there :),1/16/2013 0:24,FALSE,FALSE,2.9134E+17,FALSE,1,vegasjay12,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@vegasjay12 not sure yet :) I will keep u posted though,1/16/2013 0:22,FALSE,FALSE,2.9134E+17,FALSE,1,vegasjay12,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,"""@MsTeagan: @alliehaze see you soon! "" MUAH!",1/16/2013 0:11,FALSE,FALSE,2.91337E+17,FALSE,2,"MsTeagan, alliehaze",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@vegasjay12 not yet! About 3 hours out :) see ya soon,1/16/2013 0:10,FALSE,FALSE,2.91337E+17,FALSE,1,vegasjay12,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@shewgal lol ... Miss ya,1/16/2013 0:10,FALSE,FALSE,2.91336E+17,FALSE,1,shewgal,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Ughhhhh - @twitter keeps unfollowing people! Grrrrr,1/15/2013 23:59,FALSE,FALSE,2.91334E+17,FALSE,1,twitter,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@Sophia_Knight your coming to AVN sexy lady!,1/15/2013 20:43,FALSE,FALSE,2.91284E+17,FALSE,1,Sophia_Knight,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,"""@shylarcobi: It's the cycle of life. Now is the time the great porn heard travels east to Vegas ."" lol",1/15/2013 19:49,FALSE,FALSE,2.91271E+17,FALSE,1,shylarcobi,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Ughhhh F U traffic!,1/14/2013 23:34,FALSE,FALSE,2.90965E+17,FALSE,0,,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,So much to get done so little time!,1/14/2013 18:57,FALSE,FALSE,2.90895E+17,FALSE,0,,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Just did another fitting with @Elhofferdesign .... Looking so good! My @avnawards dress is almost done :),1/14/2013 4:13,FALSE,FALSE,2.90673E+17,FALSE,2,"elhofferdesign, avnawards",0,,0
FALSE,2,93724,Allie haze,393,alliehaze,Boarded the plane! Peace out ---- here we come LA,1/13/2013 23:09,FALSE,FALSE,2.90596E+17,FALSE,0,,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@jackystjames cute pics,1/13/2013 21:19,FALSE,FALSE,2.90569E+17,FALSE,1,jackystjames,0,,0
FALSE,38,93724,Allie haze,393,alliehaze,RT @NikkiBenz: Those that take advantage of your kindness will only hurt themselves.  Distance yourself and move on.  At least you know  ...,1/13/2013 21:18,FALSE,TRUE,2.90568E+17,NikkiBenz,1,NikkiBenz,0,,0
FALSE,6,93724,Allie haze,393,alliehaze,Wow what a crazy game!!!,1/13/2013 21:16,FALSE,FALSE,2.90568E+17,FALSE,0,,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,Watching the football game while on our layover in Denver,1/13/2013 20:36,FALSE,FALSE,2.90558E+17,FALSE,0,,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@MsIndiaSummer MUAH,1/13/2013 15:29,FALSE,FALSE,2.90481E+17,FALSE,1,MsIndiaSummer,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Time to get some grub while we wait to board the plane,1/13/2013 15:26,FALSE,FALSE,2.9048E+17,FALSE,0,,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@sneedtr yes :),1/13/2013 15:14,FALSE,FALSE,2.90477E+17,FALSE,1,sneedtr,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@jagerjen71 thank babe! It was great to see you again!,1/13/2013 14:54,FALSE,FALSE,2.90472E+17,FALSE,1,jagerjen71,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,"""@weelheel: @alliehaze when u comin to ct?!"" just request me at any of your local clubs",1/13/2013 14:53,FALSE,FALSE,2.90472E+17,FALSE,2,"weelheel, alliehaze",0,,0
FALSE,4,93724,Allie haze,393,alliehaze,Some of the best food in Pittsburgh is @4meatnpotatoes .... If your in the area you gotta check it out!,1/13/2013 14:51,FALSE,FALSE,2.90471E+17,FALSE,1,4meatnpotatoes,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Getting a very late night dinner at taco bell... Spoiling myself lol,1/13/2013 7:49,FALSE,FALSE,2.90365E+17,FALSE,0,,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,"""@XmelissamakeupX: @StormyDaniels @drummerboyglen hahaha  Glen's favorite! http://t.co/jyDRjkS7"" OMG so funny!",1/13/2013 7:43,FALSE,FALSE,2.90363E+17,FALSE,3,"XmelissamakeupX, StormyDaniels, drummerboyglen",0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Big thanks to @AlbertBlush for having me! Hope to see u again soon!,1/13/2013 7:32,FALSE,FALSE,2.90361E+17,FALSE,1,AlbertBlush,0,,0
FALSE,3,93724,Allie haze,393,alliehaze,45 min till show time here @BlushExotic .... Get down here Pittsburgh it's me last night here :) let's do this!,1/13/2013 3:16,FALSE,FALSE,2.90296E+17,FALSE,1,BlushExotic,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,"""@shine318: Is @alliehaze still in pittsburgh?"" yes I am tonight is my last night here",1/13/2013 0:45,FALSE,FALSE,2.90258E+17,FALSE,2,"shine318, alliehaze",0,,0
FALSE,3,93724,Allie haze,393,alliehaze,Tonite @BlushExotic anyone buying bottle service gets a free personalized DVD and 8x10 and a personal meet &amp; greet with meeeee!!!,1/13/2013 0:39,FALSE,FALSE,2.90257E+17,FALSE,1,BlushExotic,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,Come on Pittsburgh my last nite in town and theres 2 final shows at 1030 &amp; 1230 @BlushExotic come out and party with me!!!!,1/12/2013 23:50,FALSE,FALSE,2.90244E+17,FALSE,1,BlushExotic,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@theandyappleton @axelbraun lol !!!!,1/12/2013 20:03,FALSE,FALSE,2.90187E+17,FALSE,2,"theandyappleton, axelbraun",0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Wow so cool! First @XBIZ award! Thank you so much for awarding me Best Actress Parody!!! And Allie Haze: True Sex best release,1/12/2013 19:51,FALSE,FALSE,2.90184E+17,FALSE,1,XBIZ,0,,0
FALSE,1,93724,Allie haze,393,alliehaze,Thank you so much @axelbraun,1/12/2013 19:50,FALSE,FALSE,2.90184E+17,FALSE,1,axelbraun,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,Big thank you to @xcritic for wining Best Actress Parody .... MUAH!,1/12/2013 19:48,FALSE,FALSE,2.90183E+17,FALSE,1,xcritic,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@AlecHelmy thanks for all the love! So bummed I could be there!,1/12/2013 19:47,FALSE,FALSE,2.90183E+17,FALSE,1,AlecHelmy,0,,0
FALSE,0,93724,Allie haze,393,alliehaze,@vividmom thank you mama!!!!! Miss u guys bunches!,1/12/2013 19:45,FALSE,FALSE,2.90183E+17,FALSE,1,vividmom,0,,0
FALSE,2,93724,Allie haze,393,alliehaze,"Pittsburgh if ur not @BlushExotic ur missing out its poppin down here!!! 2 shows tonite 1030 and 1230 and im here partyin, get down here NOW",1/12/2013 2:39,FALSE,FALSE,2.89924E+17,FALSE,1,BlushExotic,0,,0
